customer_id,home_store,customer_phone_number,customer_since,loyalty_card_number,birthdate,gender,birth_year
714,3,6284-0649-8030,4/27/2017,536-937-9056,5/19/1957,L,1957
715,3,6285-0881-6640,5/6/2017,299-120-0343,11/22/1957,L,1957
716,3,6280-0390-9151,5/14/2017,908-190-0919,5/27/1958,L,1958
717,3,6283-0347-8749,5/22/2017,502-593-8852,11/29/1958,L,1958
718,3,6287-0684-1528,5/30/2017,196-414-1282,6/4/1959,L,1959
719,3,6287-0219-0464,6/8/2017,250-414-4907,12/7/1959,L,1959
720,3,6287-0286-1472,6/16/2017,943-635-3568,6/11/1960,L,1960
721,3,6283-0567-4464,6/24/2017,529-627-7904,12/14/1960,L,1960
722,3,6282-0802-1483,7/2/2017,419-368-2674,6/18/1961,L,1961
723,3,6283-0612-4218,7/11/2017,276-657-3374,12/22/1961,L,1961
724,3,6287-0565-5785,7/19/2017,788-479-9082,6/26/1962,L,1962
725,3,6288-0021-4324,7/27/2017,995-471-4953,12/30/1962,L,1962
726,3,6285-0805-6060,8/5/2017,905-031-0586,7/4/1963,L,1963
727,3,6287-0343-6373,8/13/2017,173-066-3697,1/6/1964,L,1964
728,3,6288-0559-5908,8/21/2017,447-081-7281,7/11/1964,L,1964
729,3,6280-0236-4537,8/29/2017,964-081-2697,1/13/1965,L,1965
730,3,6287-0629-4081,9/7/2017,625-690-8330,7/19/1965,L,1965
731,3,6282-0698-8944,9/15/2017,979-309-3427,1/21/1966,L,1966
732,3,6289-0839-3612,9/23/2017,616-146-0712,7/26/1966,L,1966
733,3,6285-0842-7208,10/1/2017,593-040-7537,1/29/1967,L,1967
734,3,6285-0230-9330,10/10/2017,786-254-2852,8/3/1967,L,1967
735,3,6281-0798-7656,10/18/2017,717-630-3760,2/6/1968,L,1968
736,3,6285-0484-1132,10/26/2017,507-808-1051,8/10/1968,L,1968
737,3,6288-0666-7418,11/3/2017,744-078-5573,2/12/1969,L,1969
738,3,6282-0513-7270,11/12/2017,875-008-8693,8/18/1969,L,1969
739,3,6283-0091-5553,11/20/2017,649-470-2151,2/20/1970,L,1970
740,3,6284-0832-2768,11/28/2017,409-522-9660,8/26/1970,L,1970
741,3,6285-0833-5563,12/7/2017,995-486-9864,2/28/1971,L,1971
742,3,6288-0650-2478,12/15/2017,006-338-9858,9/2/1971,L,1971
743,3,6288-0063-3668,12/23/2017,943-483-7773,3/7/1972,L,1972
744,3,6280-0581-0683,12/31/2017,203-969-4345,9/9/1972,L,1972
745,3,6283-0025-7523,1/9/2018,171-496-3841,3/15/1973,L,1973
746,3,6280-0140-6845,1/17/2018,362-996-7046,9/17/1973,L,1973
747,3,6285-0087-1458,1/25/2018,542-356-7536,3/22/1974,L,1974
748,3,6284-0204-1820,2/2/2018,555-079-7138,9/25/1974,L,1974
749,3,6282-0252-9193,2/11/2018,066-175-4284,3/30/1975,L,1975
750,3,6282-0545-0860,2/19/2018,405-593-2367,10/3/1975,L,1975
751,3,6288-0671-6407,2/27/2018,721-812-4718,4/6/1976,L,1976
752,3,6287-0273-4960,3/8/2018,037-113-4472,10/9/1976,L,1976
753,3,6289-0112-1296,3/16/2018,442-232-8564,4/14/1977,L,1977
754,3,6287-0670-4065,3/24/2018,070-459-0445,10/17/1977,L,1977
755,3,6281-0407-8310,4/1/2018,355-635-4810,4/22/1978,L,1978
756,3,6286-0701-7859,4/10/2018,683-815-5865,10/25/1978,L,1978
757,3,6286-0794-0951,4/18/2018,493-337-5974,4/29/1979,L,1979
758,3,6288-0370-8922,4/26/2018,246-195-8586,11/2/1979,L,1979
759,3,6284-0505-1652,5/4/2018,093-428-1614,5/6/1980,L,1980
760,3,6281-0665-4623,5/13/2018,286-675-0863,11/9/1980,L,1980
761,3,6289-0173-7083,5/21/2018,770-967-1645,5/14/1981,L,1981
762,3,6280-0572-9215,5/29/2018,783-386-8024,11/16/1981,L,1981
763,3,6283-0853-8270,6/7/2018,629-061-5714,5/22/1982,L,1982
764,3,6284-0043-6228,6/15/2018,837-905-2010,11/24/1982,L,1982
765,3,6287-0345-3155,6/23/2018,297-800-8217,5/30/1983,L,1983
766,3,6285-0494-2201,7/1/2018,285-986-6277,12/2/1983,L,1983
767,3,6288-0691-4183,7/10/2018,612-963-9575,6/5/1984,L,1984
768,3,6289-0343-6311,7/18/2018,702-529-2350,12/9/1984,L,1984
769,3,6284-0674-6980,7/26/2018,176-489-7253,6/13/1985,L,1985
770,3,6284-0640-9888,8/3/2018,861-709-5991,12/17/1985,L,1985
771,3,6282-0191-7222,8/12/2018,433-661-6244,6/21/1986,L,1986
772,3,6283-0870-1796,8/20/2018,051-639-8655,12/24/1986,L,1986
773,3,6284-0337-8341,8/28/2018,059-794-0415,6/29/1987,L,1987
774,3,6281-0394-8711,9/5/2018,910-986-2169,1/1/1988,L,1988
775,3,6289-0019-0318,9/14/2018,966-863-7542,7/6/1988,L,1988
776,3,6287-0328-8935,9/22/2018,096-055-5362,1/8/1989,L,1989
777,3,6280-0045-5539,9/30/2018,384-083-1715,7/13/1989,L,1989
778,3,6287-0632-3510,10/9/2018,124-974-3517,1/16/1990,L,1990
779,3,6288-0205-5813,10/17/2018,273-505-0377,7/21/1990,L,1990
780,3,6283-0680-5278,10/25/2018,542-811-2514,1/24/1991,L,1991
781,3,6280-0681-2298,11/2/2018,653-218-9979,7/29/1991,L,1991
782,3,6283-0756-4166,11/11/2018,789-249-7090,1/31/1992,L,1992
783,3,6288-0418-3677,11/19/2018,766-048-8967,8/5/1992,L,1992
784,3,6280-0448-2602,11/27/2018,645-534-9177,2/7/1993,L,1993
785,3,6287-0858-7891,12/5/2018,280-218-9459,8/13/1993,L,1993
786,3,6288-0510-8044,12/14/2018,765-281-3302,2/15/1994,L,1994
787,3,6282-0009-4046,12/22/2018,695-337-2006,8/20/1994,L,1994
788,3,6286-0302-1695,12/30/2018,263-826-9026,2/23/1995,L,1995
789,3,6282-0768-5424,1/8/2019,842-136-4355,8/28/1995,L,1995
790,3,6287-0293-2804,1/16/2019,014-363-5430,3/2/1996,L,1996
791,3,6281-0627-0660,1/24/2019,832-233-2851,9/4/1996,L,1996
792,3,6284-0618-3599,2/1/2019,077-640-5456,3/9/1997,L,1997
793,3,6280-0066-3191,2/10/2019,914-895-3638,9/12/1997,L,1997
794,3,6286-0279-7970,2/18/2019,462-620-6336,3/17/1998,L,1998
795,3,6283-0341-7145,2/26/2019,741-478-6685,9/20/1998,L,1998
796,3,6280-0260-2421,3/6/2019,449-391-6300,3/25/1999,L,1999
797,3,6283-0037-8613,3/15/2019,797-007-2189,9/27/1999,L,1999
798,3,6284-0237-2166,3/23/2019,632-390-5963,4/1/2000,L,2000
799,3,6281-0197-1588,3/31/2019,163-241-0268,10/4/2000,L,2000
800,3,6280-0783-7254,4/9/2019,128-429-3411,4/9/2001,L,2001
5001,5,6285-0412-9860,6/5/2017,835-518-3912,3/5/1984,L,1984
5002,5,6280-0435-3153,3/4/2018,143-096-8722,2/1/1991,L,1991
5003,5,6286-0121-9217,2/20/2018,651-557-0819,10/14/1990,L,1990
5004,5,6288-0334-9733,6/14/2018,929-861-6870,11/3/1982,P,1982
5005,5,6289-0350-4062,4/23/2018,503-438-2320,5/11/1992,L,1992
5006,5,6283-0443-9432,10/12/2018,435-646-9201,9/21/1996,L,1996
5007,5,6288-0287-7608,4/24/2017,389-817-5654,2/1/1983,L,1983
5008,5,6282-0654-4774,10/16/2017,401-934-3274,12/16/1967,P,1967
5009,5,6288-0569-7188,3/1/2019,030-626-9796,11/29/1998,L,1998
5010,5,6282-0616-1028,8/22/2017,528-566-4659,8/8/1964,L,1964
5011,5,6286-0738-3143,8/15/2018,764-754-9546,9/1/1986,P,1986
5012,5,6280-0698-5924,6/30/2017,402-678-4058,4/17/1961,P,1961
5013,5,6288-0163-9593,8/21/2017,732-348-5940,2/12/1986,L,1986
5014,5,6285-0859-1032,3/26/2018,838-138-3783,11/24/1977,L,1977
5015,5,6281-0525-5232,9/23/2017,552-162-8123,7/16/1966,P,1966
5016,5,6287-0688-7673,11/17/2018,208-709-0123,8/19/1997,L,1997
5017,5,6281-0461-6404,1/25/2019,454-957-1429,5/23/1999,L,1999
5018,5,6282-0863-2505,2/7/2017,414-926-5310,7/3/1952,P,1952
5019,5,6289-0095-0553,4/4/2018,312-575-3822,11/16/1991,L,1991
5020,5,6282-0631-4876,11/10/2017,260-770-2460,7/14/1969,L,1969
5021,5,6288-0019-7494,3/5/2018,373-456-7536,8/8/1976,P,1976
5022,5,6282-0223-9838,9/9/2017,875-814-3354,8/8/1986,L,1986
5023,5,6289-0609-8736,11/14/2017,989-268-3119,10/1/1969,L,1969
5024,5,6285-0103-3340,3/21/2017,152-947-7785,3/28/1982,L,1982
5025,5,6288-0888-7293,1/18/2017,152-259-6309,8/29/1980,L,1980
5026,5,6284-0426-3020,10/20/2017,495-077-1790,3/31/1968,L,1968
5027,5,6287-0559-1932,8/19/2018,796-376-4760,12/14/1986,P,1986
5028,5,6289-0782-4399,7/21/2017,635-964-2113,4/30/1985,L,1985
5029,5,6283-0569-6612,2/12/2019,245-317-4983,11/2/1997,L,1997
5030,5,6289-0114-0641,8/8/2017,995-598-2164,9/14/1963,P,1963
5031,5,6282-0797-0540,8/27/2018,452-733-0409,7/28/1995,L,1995
5032,5,6288-0763-6003,3/23/2018,604-161-8203,9/26/1977,P,1977
5033,5,6280-0768-9107,2/10/2018,523-304-4054,3/9/1975,P,1975
5034,5,6287-0070-9242,10/11/2017,064-471-1812,9/3/1967,P,1967
5035,5,6288-0300-7852,4/6/2018,506-747-5741,12/8/1991,L,1991
5036,5,6280-0699-0563,2/2/2017,821-335-4845,3/1/1952,L,1952
5037,5,6283-0689-5821,3/14/2019,111-270-6796,9/17/1999,P,1999
5038,5,6288-0634-6158,6/17/2018,523-998-7504,1/16/1983,L,1983
5039,5,6283-0722-7644,3/5/2018,339-575-8262,8/11/1976,L,1976
5040,5,6280-0271-3042,6/29/2018,801-855-1031,1/21/1994,L,1994
5041,5,6280-0335-0038,12/12/2017,719-108-6394,6/19/1971,L,1971
5042,5,6286-0846-1334,9/14/2017,005-902-1147,9/21/1986,L,1986
5043,5,6286-0024-5266,12/15/2017,860-861-9854,9/5/1971,L,1971
5044,5,6287-0700-5885,7/27/2017,958-484-3738,12/30/1962,P,1962
5045,5,6284-0596-1819,4/9/2019,141-386-1471,4/9/2001,L,2001
5046,5,6285-0658-5472,11/14/2017,559-739-1508,4/19/1988,L,1988
5047,5,6281-0665-6324,5/31/2017,714-524-1120,6/16/1959,L,1959
5048,5,6286-0677-1819,4/4/2019,636-079-5610,2/23/2001,L,2001
5049,5,6287-0499-9222,5/31/2018,850-211-8761,4/30/1993,L,1993
5050,5,6286-0090-9525,6/30/2018,639-964-1848,11/1/1983,P,1983
5051,5,6288-0314-1894,2/13/2018,645-456-4827,8/8/1990,L,1990
5052,5,6287-0833-4996,2/21/2018,599-472-2561,11/23/1975,P,1975
5053,5,6287-0674-4311,1/4/2019,175-540-6733,6/17/1995,P,1995
5054,5,6286-0051-0267,11/14/2018,907-601-7860,7/28/1997,L,1997
5055,5,6283-0477-0902,6/7/2017,143-651-4247,11/16/1959,P,1959
5056,5,6285-0392-0551,7/22/2017,061-925-2978,9/3/1962,L,1962
5057,5,6287-0479-7188,2/25/2019,045-239-2781,3/6/2000,L,2000
5058,5,6289-0702-6431,4/2/2018,535-386-5884,4/29/1978,L,1978
5059,5,6285-0727-0353,2/28/2019,483-038-6849,11/10/1998,P,1998
5060,5,6283-0681-4749,1/16/2018,834-045-8923,8/17/1973,P,1973
5061,5,6288-0075-8538,12/17/2017,778-451-1040,10/14/1971,P,1971
5062,5,6284-0384-2858,3/12/2018,893-303-6522,1/11/1977,P,1977
5063,5,6286-0173-2430,3/1/2019,136-049-5766,4/19/2000,L,2000
5064,5,6284-0431-9995,6/14/2018,090-926-2119,10/30/1982,L,1982
5065,5,6280-0524-8548,9/4/2017,155-036-1690,5/28/1965,P,1965
5066,5,6287-0207-8197,4/16/2018,892-756-0906,3/9/1979,L,1979
5067,5,6282-0202-6164,1/28/2017,697-157-0647,11/26/1980,L,1980
5068,5,6287-0590-8066,8/10/2017,859-086-4788,11/5/1963,P,1963
5069,5,6285-0593-2147,2/16/2018,639-535-0494,7/16/1975,L,1975
5070,5,6286-0553-9877,5/22/2018,755-892-4349,6/4/1981,P,1981
5071,5,6280-0566-7456,12/1/2017,940-695-0745,10/27/1970,L,1970
5072,5,6285-0017-2214,3/2/2017,265-479-9112,10/2/1981,L,1981
5073,5,6288-0700-6380,11/19/2017,749-707-2995,1/30/1970,P,1970
5074,5,6289-0507-1922,2/19/2018,416-488-1852,10/3/1975,P,1975
5075,5,6288-0066-0274,5/17/2017,519-675-5830,9/10/1983,L,1983
5076,5,6284-0362-2781,12/26/2018,792-225-9636,11/22/1994,P,1994
5077,5,6280-0161-3129,2/25/2018,262-828-2176,11/27/1990,L,1990
5078,5,6285-0175-5425,4/14/2017,090-829-2339,11/4/1982,L,1982
5079,5,6281-0207-7620,1/31/2017,981-129-9290,1/30/1952,P,1952
5080,5,6282-0010-2879,9/26/2018,683-004-1071,4/6/1989,L,1989
5081,5,6287-0358-3007,5/15/2018,414-204-4561,11/26/1992,L,1992
5082,5,6289-0619-5516,11/24/2017,061-527-8955,5/24/1970,L,1970
5083,5,6284-0858-6374,2/10/2019,085-930-2719,10/25/1999,L,1999
5084,5,6282-0420-5025,6/3/2018,551-416-9431,5/23/1993,L,1993
5085,5,6282-0445-2917,9/2/2017,668-644-6225,3/31/1965,L,1965
5086,5,6289-0617-1350,7/14/2018,036-348-1997,9/7/1984,P,1984
5087,5,6284-0200-8144,12/24/2018,956-476-8438,10/1/1994,P,1994
5088,5,6282-0318-5671,4/22/2018,009-027-9803,8/1/1979,P,1979
5089,5,6288-0359-2393,8/19/2017,824-848-2525,5/30/1964,P,1964
5090,5,6288-0194-4802,11/14/2018,659-011-4235,4/6/1992,L,1992
5091,5,6282-0766-9261,1/11/2017,687-174-8230,6/24/1980,L,1980
5092,5,6287-0022-1444,8/6/2018,740-341-9235,2/6/1986,P,1986
5093,5,6284-0871-6749,11/7/2018,516-070-9394,11/1/1991,L,1991
5094,5,6288-0326-2066,4/5/2017,769-376-2504,1/10/1956,L,1956
5095,5,6287-0479-4438,9/23/2017,838-720-1287,7/14/1966,L,1966
5096,5,6287-0855-9730,4/8/2018,379-957-8974,9/24/1978,P,1978
5097,5,6285-0018-2169,10/22/2017,429-805-7863,9/11/1987,L,1987
5098,5,6287-0005-3464,10/21/2018,309-117-4600,10/12/1990,P,1990
5099,5,6286-0617-8630,5/15/2018,793-155-2087,12/30/1980,P,1980
5100,5,6288-0342-8497,12/22/2017,718-551-8377,2/9/1972,L,1972
5101,5,6282-0308-7778,1/22/2017,604-592-2090,7/7/1951,P,1951
5102,5,6281-0054-6617,7/13/2018,377-309-3376,6/3/1994,L,1994
5103,5,6283-0608-5839,4/30/2017,276-599-4806,7/11/1957,L,1957
5104,5,6281-0353-5427,8/19/2018,008-170-5026,11/26/1986,L,1986
5105,5,6282-0582-4890,8/8/2018,150-309-3549,3/30/1986,P,1986
5106,5,6285-0632-2599,1/11/2019,685-029-8856,11/19/1995,P,1995
5107,5,6287-0838-7857,10/17/2017,511-940-0148,1/13/1968,L,1968
5108,5,6289-0336-6588,1/20/2018,853-120-4552,12/30/1989,L,1989
5109,5,6281-0644-6751,10/18/2017,353-896-8468,2/6/1968,P,1968
5110,5,6286-0224-6509,12/1/2018,657-665-0802,12/30/1997,L,1997
5111,5,6282-0855-3237,4/2/2018,574-775-6882,10/25/1991,L,1991
5112,5,6284-0526-2198,8/15/2017,560-395-0928,3/4/1964,L,1964
5113,5,6285-0257-4426,1/25/2017,195-810-9465,11/4/1980,L,1980
5114,5,6284-0035-6395,10/2/2018,629-183-0571,6/25/1996,L,1996
5115,5,6283-0356-7558,1/21/2017,580-733-6882,9/21/1980,L,1980
5116,5,6287-0413-4346,8/12/2017,366-625-0940,12/17/1963,L,1963
5117,5,6286-0738-3278,12/27/2017,483-587-4989,5/22/1989,L,1989
5118,5,6289-0326-2179,3/17/2019,613-992-3485,11/8/1999,P,1999
5119,5,6285-0144-2441,3/31/2017,815-625-7635,6/25/1982,L,1982
5120,5,6282-0385-3695,3/20/2019,064-490-1526,10/13/2000,L,2000
5121,5,6285-0663-0372,11/10/2018,175-829-3649,1/21/1992,P,1992
5122,5,6283-0601-6326,5/19/2017,007-979-5386,9/28/1958,P,1958
5123,5,6286-0715-6468,4/2/2019,329-140-9841,11/4/2000,P,2000
5124,5,6287-0582-6925,12/8/2017,795-687-5681,4/2/1971,L,1971
5125,5,6285-0859-5850,5/24/2018,511-266-7056,2/23/1993,L,1993
5126,5,6286-0199-8536,5/10/2017,629-257-4633,3/5/1958,P,1958
5127,5,6282-0824-6442,7/16/2018,109-125-1344,10/28/1984,P,1984
5128,5,6283-0021-0672,2/8/2018,397-196-9361,6/25/1990,L,1990
5129,5,6285-0459-9170,2/1/2017,027-524-3589,1/9/1981,L,1981
5130,5,6285-0045-0226,7/30/2017,130-762-2666,7/28/1985,L,1985
5131,5,6288-0494-1968,4/16/2017,391-345-8403,9/1/1956,L,1956
5132,5,6281-0202-4461,7/29/2018,414-902-8566,8/13/1985,L,1985
5133,5,6280-0389-1071,5/5/2017,624-062-5544,5/23/1983,L,1983
5134,5,6281-0716-0828,12/4/2018,358-197-9302,7/20/1993,L,1993
5135,5,6288-0448-9033,1/18/2019,668-623-5252,4/22/1996,P,1996
5136,5,6286-0241-7725,3/26/2019,516-907-6616,5/30/2000,L,2000
5137,5,6284-0747-3148,6/23/2017,229-461-5730,11/13/1960,P,1960
5138,5,6282-0471-3789,3/8/2019,688-752-1279,5/5/1999,L,1999
5139,5,6284-0184-6152,9/30/2017,360-436-4322,2/23/1987,L,1987
5140,5,6285-0854-1822,11/24/2018,953-082-0773,10/25/1997,L,1997
5141,5,6284-0752-9543,9/16/2018,996-399-6514,1/22/1996,L,1996
5142,5,6287-0678-7708,3/16/2019,221-105-2873,8/30/2000,L,2000
5143,5,6287-0693-3305,1/29/2018,083-299-5133,6/20/1974,L,1974
5144,5,6281-0101-4516,3/3/2019,781-285-9636,1/1/1999,P,1999
5145,5,6281-0044-3410,9/9/2018,014-260-7499,3/24/1988,P,1988
5146,5,6285-0510-8014,10/17/2018,196-047-1993,11/4/1996,L,1996
5147,5,6284-0571-3159,11/27/2018,358-186-7038,2/13/1993,L,1993
5148,5,6288-0485-3560,11/26/2018,612-962-3656,1/17/1993,P,1993
5149,5,6286-0211-3401,6/14/2017,636-542-1783,4/20/1960,P,1960
5150,5,6287-0767-3466,12/11/2018,391-638-6296,12/24/1993,L,1993
5151,5,6280-0736-1221,10/26/2017,186-108-0474,10/25/1987,L,1987
5152,5,6286-0065-1935,5/20/2017,582-152-1638,10/24/1958,L,1958
5153,5,6280-0800-0802,2/23/2017,372-303-7067,6/30/1953,P,1953
5154,5,6282-0090-4818,10/21/2018,693-649-2351,12/19/1996,L,1996
5155,5,6288-0666-4778,8/25/2018,848-466-9277,7/6/1995,L,1995
5156,5,6287-0143-2833,2/19/2019,496-908-2991,4/8/1998,L,1998
5157,5,6280-0644-7088,9/19/2017,428-541-3414,4/26/1966,L,1966
5158,5,6288-0754-5935,5/22/2018,048-633-2335,2/1/1993,L,1993
5159,5,6288-0440-2990,5/27/2018,263-118-5732,10/3/1981,L,1981
5160,5,6281-0556-3155,6/12/2018,712-390-5849,9/13/1982,P,1982
5161,5,6281-0459-6786,4/4/2017,477-514-8584,8/8/1982,L,1982
5162,5,6280-0576-5025,10/27/2018,180-429-2795,3/16/1991,P,1991
5163,5,6284-0196-1617,7/8/2018,168-374-0876,4/20/1994,L,1994
5164,5,6284-0404-1767,8/8/2018,414-449-2034,2/1/1995,L,1995
5165,5,6284-0323-5499,3/2/2017,020-412-3304,11/18/1953,L,1953
5166,5,6286-0559-3545,9/22/2018,385-098-4279,1/17/1989,L,1989
5167,5,6284-0311-3190,8/18/2017,213-882-9939,1/21/1986,L,1986
5168,5,6287-0425-3601,7/30/2018,104-561-2134,11/5/1994,L,1994
5169,5,6287-0817-2004,8/1/2018,181-989-4834,10/26/1985,P,1985
5170,5,6288-0615-3647,2/28/2017,144-085-7920,10/12/1953,P,1953
5171,5,6285-0222-6553,7/16/2017,483-891-0322,4/15/1962,P,1962
5172,5,6287-0280-2422,4/19/2017,834-780-0046,11/24/1956,P,1956
5173,5,6284-0456-2708,4/12/2017,162-328-7170,6/15/1956,L,1956
5174,5,6288-0589-2305,2/9/2017,063-305-8816,3/17/1981,L,1981
5175,5,6283-0217-7969,1/22/2017,896-804-7572,7/10/1951,L,1951
5176,5,6287-0168-0383,5/3/2017,228-356-8288,5/1/1983,L,1983
5177,5,6286-0457-9171,9/23/2018,998-712-9101,1/29/1989,P,1989
5178,5,6285-0805-7972,12/15/2017,612-033-0076,2/1/1989,L,1989
5179,5,6289-0255-5440,8/15/2018,745-334-0310,9/9/1986,L,1986
5180,5,6284-0671-8931,11/19/2018,337-985-2704,9/10/1997,L,1997
5181,5,6282-0664-5209,6/14/2017,182-084-7548,4/25/1960,L,1960
5182,5,6289-0797-7431,11/15/2018,291-404-7299,5/4/1992,P,1992
5183,5,6288-0246-5974,6/25/2017,190-734-9216,1/4/1961,P,1961
5184,5,6284-0521-0055,1/22/2019,657-462-6151,7/20/1996,L,1996
5185,5,6280-0132-3270,3/28/2019,993-087-6709,7/24/2000,P,2000
5186,5,6280-0372-6197,6/25/2018,690-541-9643,7/20/1983,P,1983
5187,5,6283-0852-2072,12/1/2018,884-693-1637,5/1/1993,P,1993
5188,5,6285-0099-9253,10/4/2017,625-126-2028,4/1/1967,P,1967
5189,5,6282-0203-2699,8/26/2017,732-980-7720,11/2/1964,P,1964
5190,5,6281-0385-6753,2/22/2018,413-164-0301,12/20/1975,L,1975
5191,5,6280-0006-3250,3/14/2017,774-715-7815,1/21/1982,L,1982
5192,5,6289-0863-9299,4/19/2017,990-466-4880,12/19/1982,L,1982
5193,5,6283-0203-4689,1/6/2018,203-432-9720,1/22/1973,P,1973
5194,5,6286-0336-0146,3/25/2019,408-989-1424,11/27/2000,L,2000
5195,5,6283-0088-8111,5/17/2018,297-315-1892,2/20/1981,P,1981
5196,5,6280-0719-4176,4/9/2017,312-047-9832,9/21/1982,L,1982
5197,5,6282-0525-0167,8/26/2018,749-469-4407,5/2/1987,L,1987
5198,5,6286-0253-4379,8/17/2018,708-792-1233,10/23/1986,P,1986
5199,5,6282-0248-5876,7/27/2018,099-392-7300,10/14/1994,L,1994
5200,5,6289-0546-3542,6/7/2017,478-143-2547,11/20/1959,L,1959
5201,5,6284-0232-2792,12/10/2018,355-552-6016,3/29/1998,L,1998
5202,5,6284-0510-9593,12/25/2017,443-656-0284,4/30/1989,L,1989
5203,5,6280-0738-9589,6/10/2017,985-548-1184,2/6/1960,L,1960
5204,5,6284-0682-0730,9/2/2017,813-917-4539,4/6/1965,P,1965
5205,5,6287-0215-2329,2/27/2019,025-654-7691,3/28/2000,L,2000
5206,5,6289-0800-4239,4/17/2018,790-752-6806,4/19/1979,P,1979
5207,5,6287-0676-7031,8/22/2018,345-551-4297,2/4/1987,P,1987
5208,5,6288-0409-6485,1/15/2019,432-049-8822,2/15/1996,L,1996
5209,5,6284-0379-3192,3/22/2018,704-155-1172,9/6/1977,L,1977
5210,5,6280-0250-1559,6/5/2018,178-588-4005,6/14/1993,L,1993
5211,5,6289-0112-4660,7/1/2018,059-261-8088,2/12/1994,L,1994
5212,5,6285-0878-2475,1/13/2018,661-065-1100,6/26/1973,P,1973
5213,5,6288-0825-2879,5/8/2018,819-987-8541,7/28/1980,P,1980
5214,5,6284-0113-8106,4/2/2017,511-683-2944,10/24/1955,L,1955
5215,5,6283-0276-4692,4/12/2017,133-489-4410,10/13/1982,L,1982
5216,5,6285-0815-6460,2/5/2018,819-266-0332,11/26/1974,P,1974
5217,5,6286-0457-8613,1/1/2018,680-885-7966,10/1/1972,L,1972
5218,5,6287-0627-0858,7/28/2018,362-335-0725,7/14/1985,P,1985
5219,5,6283-0525-4932,7/7/2017,981-591-3131,9/20/1961,P,1961
5220,5,6280-0852-6399,10/23/2017,177-450-0154,5/19/1968,P,1968
5221,5,6280-0049-3675,10/19/2018,203-237-9851,11/27/1996,L,1996
5222,5,6289-0620-4046,8/4/2017,331-772-7148,9/10/1985,L,1985
5223,5,6285-0614-3192,8/9/2017,116-641-7747,10/24/1985,L,1985
5224,5,6283-0216-2332,12/15/2018,396-377-4461,3/8/1994,P,1994
5225,5,6285-0668-2231,7/25/2018,932-763-9007,9/22/1994,L,1994
5226,5,6289-0728-0616,5/19/2018,737-254-8561,1/10/1993,L,1993
5227,5,6283-0810-8323,9/30/2017,428-464-8163,12/18/1966,P,1966
5228,5,6280-0237-7281,1/6/2017,349-505-8576,7/9/1950,P,1950
5229,5,6281-0583-4720,3/21/2018,234-434-5624,8/6/1977,P,1977
5230,5,6283-0542-1965,3/30/2019,291-782-4098,1/10/2001,L,2001
5231,5,6282-0479-3230,6/17/2018,199-180-8519,10/2/1993,L,1993
5232,5,6283-0619-1181,11/7/2017,229-516-2155,2/12/1988,L,1988
5233,5,6284-0687-8148,1/15/2019,234-776-8483,2/24/1999,L,1999
5234,5,6289-0707-7105,5/27/2017,761-662-6613,3/30/1959,L,1959
5235,5,6288-0474-0943,7/19/2017,815-241-7834,6/17/1962,L,1962
5236,5,6289-0332-5769,3/26/2018,205-410-6631,8/20/1991,L,1991
5237,5,6283-0595-5681,2/9/2017,130-526-4232,8/5/1952,L,1952
5238,5,6280-0091-1780,12/25/2018,190-698-3352,8/8/1998,L,1998
5239,5,6286-0290-7219,10/9/2018,954-244-6319,8/30/1996,L,1996
5240,5,6280-0677-5028,7/20/2018,496-090-0538,8/8/1994,L,1994
5241,5,6283-0039-2807,1/27/2017,309-327-0814,10/18/1951,P,1951
5242,5,6280-0055-3220,9/18/2018,277-844-9937,2/13/1996,L,1996
5243,5,6286-0839-6571,5/13/2017,686-827-2302,7/28/1983,L,1983
5244,5,6285-0572-6596,8/31/2017,953-888-0110,2/13/1965,P,1965
5245,5,6281-0002-7464,7/22/2018,713-783-5494,3/10/1985,L,1985
5246,5,6285-0490-9323,2/16/2017,988-058-1737,1/9/1953,L,1953
5247,5,6284-0846-9772,4/14/2018,232-324-8136,2/13/1992,L,1992
5248,5,6281-0474-9077,3/29/2017,177-660-1818,8/6/1955,L,1955
5249,5,6286-0867-4222,12/6/2017,108-926-4146,11/4/1988,L,1988
5250,5,6286-0492-7297,4/9/2018,300-036-1127,10/3/1978,L,1978
5251,5,6284-0808-7277,8/8/2018,586-264-7261,4/5/1986,L,1986
5252,5,6285-0704-8729,11/28/2017,505-955-9439,8/10/1970,L,1970
5253,5,6286-0295-0583,10/24/2017,838-321-7219,6/18/1968,L,1968
5254,5,6284-0724-9961,5/8/2017,192-555-4995,1/12/1958,P,1958
5255,5,6281-0464-7512,1/8/2017,647-631-6884,8/31/1950,L,1950
5256,5,6280-0170-5934,8/28/2017,761-805-7358,4/19/1986,L,1986
5257,5,6283-0059-4619,2/28/2017,017-645-0645,9/10/1981,L,1981
5258,5,6288-0464-4426,4/2/2017,564-095-4557,7/17/1982,L,1982
5259,5,6286-0398-9441,5/6/2017,424-630-8237,11/22/1957,P,1957
5260,5,6287-0604-3818,12/1/2017,193-895-2887,10/16/1970,P,1970
5261,5,6285-0132-8808,11/17/2017,525-598-5856,12/18/1969,L,1969
5262,5,6281-0821-2251,9/18/2017,611-393-9794,4/3/1966,P,1966
5263,5,6287-0863-1879,8/12/2017,847-174-8354,12/27/1963,P,1963
5264,5,6288-0666-9631,1/15/2017,457-757-6039,2/1/1951,P,1951
